"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00169331",21,0,0,0,0,0,0
"WBGene00169332",21,0,0,0,0,0,0
"WBGene00169333",21,0,0,0,0,0,0
"WBGene00169334",21,0,0,0,0,0,0
"WBGene00169335",21,0,0,0,0,0,0
"WBGene00169336",21,0,0,0,0,0,0
"WBGene00169337",21,0,0,0,0,0,0
"WBGene00169338",21,0,0,0,0,0,0
"WBGene00169339",21,0,0,0,0,0,0
"WBGene00169340",21,0,0,0,0,0,0
"WBGene00169341",21,0,0,0,0,0,0
"WBGene00169342",21,0,0,0,0,0,0
"WBGene00169343",21,0,0,0,0,0,0
"WBGene00169344",21,0,0,0,0,0,0
"WBGene00169345",21,0,0,0,0,0,0
"WBGene00169346",21,0,0,0,0,0,0
"WBGene00169347",21,0,0,0,0,0,0
"WBGene00169348",21,0,0,0,0,0,0
"WBGene00169349",21,0,0,0,0,0,0
"WBGene00169350",21,0,0,0,0,0,0
"WBGene00169351",21,0,0,0,0,0,0
"WBGene00169352",21,0,0,0,0,0,0
"WBGene00169353",21,0,0,0,0,0,0
"WBGene00169354",21,0,0,0,0,0,0
"WBGene00169355",21,0,0,0,0,0,1
"WBGene00169356",21,0,0,0,0,0,0
"WBGene00169357",21,0,0,0,0,0,0
"WBGene00169358",21,0,0,0,0,0,0
"WBGene00169359",21,0,0,0,0,0,0
"WBGene00169360",21,0,0,0,0,0,0
"WBGene00169361",21,0,0,0,0,0,0
"WBGene00169362",21,0,0,0,0,0,0
"WBGene00169363",21,0,0,0,0,0,0
"WBGene00169364",21,0,0,0,0,0,0
"WBGene00169365",21,0,0,0,0,0,0
"WBGene00169366",21,0,0,0,0,0,0
"WBGene00169367",21,0,0,0,0,0,0
"WBGene00169368",21,0,0,0,0,0,0
"WBGene00169369",21,0,0,0,0,0,0
"WBGene00169370",21,0,0,0,0,0,0
"WBGene00169371",21,0,0,0,0,0,0
"WBGene00169372",21,0,0,0,0,0,0
"WBGene00169373",21,0,0,0,0,0,0
"WBGene00169374",21,0,0,0,0,0,0
"WBGene00169375",21,0,0,0,0,0,0
"WBGene00169376",21,0,0,0,0,0,0
"WBGene00169377",21,0,0,0,0,0,0
"WBGene00169378",21,0,0,0,0,0,0
"WBGene00169379",21,0,0,0,0,0,0
"WBGene00169380",21,0,0,0,0,0,0
"WBGene00169381",21,0,0,0,0,0,0
"WBGene00169382",21,0,0,0,0,0,0
"WBGene00169383",21,0,0,0,0,0,0
"WBGene00169384",21,0,0,0,0,0,0
"WBGene00169385",21,0,0,0,0,0,0
"WBGene00169386",21,0,0,0,0,0,0
"WBGene00169387",21,0,0,0,0,0,0
"WBGene00169388",21,0,0,0,0,0,0
"WBGene00169389",21,0,0,0,0,0,0
"WBGene00169390",21,0,0,0,0,0,0
"WBGene00169391",21,0,0,0,0,0,0
"WBGene00169392",21,0,0,0,0,0,0
"WBGene00169393",21,0,0,0,0,0,0
"WBGene00169394",21,0,0,0,0,0,0
"WBGene00169395",21,0,0,0,0,0,0
"WBGene00169396",21,0,0,0,0,0,0
"WBGene00169397",21,0,0,0,0,0,0
"WBGene00169398",21,0,0,0,0,0,0
"WBGene00169399",21,0,0,0,0,0,0
"WBGene00169401",21,0,0,0,0,0,0
"WBGene00169402",21,0,0,0,0,0,0
"WBGene00169403",21,0,0,0,0,0,0
"WBGene00169404",21,0,0,0,0,0,0
"WBGene00169405",21,0,0,0,0,0,0
"WBGene00169406",21,0,0,0,0,0,0
"WBGene00169407",21,0,0,0,0,0,0
"WBGene00169408",21,0,0,0,0,0,0
"WBGene00169409",21,0,0,0,0,0,0
"WBGene00169410",21,0,0,0,0,0,0
"WBGene00169411",21,0,0,0,0,0,0
"WBGene00169412",21,0,0,0,0,0,0
"WBGene00169413",21,0,0,0,0,0,0
"WBGene00169414",21,0,0,0,0,0,0
"WBGene00169415",21,0,0,0,0,0,0
"WBGene00169416",21,0,0,0,0,0,0
"WBGene00169417",21,0,0,0,0,0,0
"WBGene00169418",21,0,0,0,0,0,0
"WBGene00169419",21,0,0,0,0,0,0
"WBGene00169420",21,0,0,0,0,0,0
"WBGene00169421",21,0,0,0,0,0,0
"WBGene00169422",21,0,0,0,0,0,0
"WBGene00169423",21,0,0,0,0,0,0
"WBGene00169424",21,0,0,0,0,0,0
"WBGene00169425",21,0,0,0,0,0,0
"WBGene00169426",21,0,0,0,0,0,0
"WBGene00169427",21,0,0,0,0,0,0
"WBGene00169428",21,0,0,0,0,0,0
"WBGene00169429",21,0,0,0,0,0,0
"WBGene00169430",21,0,0,0,0,0,0
"WBGene00169431",21,0,0,0,0,0,0
"WBGene00169432",21,0,0,0,0,0,0
"WBGene00169433",21,0,0,0,0,0,0
"WBGene00169434",21,0,0,0,0,0,0
"WBGene00169435",21,0,0,0,0,0,0
"WBGene00169436",21,0,0,0,0,0,0
"WBGene00169437",21,0,0,0,0,0,0
"WBGene00169438",21,0,0,0,0,0,0
"WBGene00169439",21,0,0,0,0,0,0
"WBGene00169440",21,0,0,0,0,0,0
"WBGene00169441",21,0,0,0,0,0,0
"WBGene00169442",21,0,0,0,0,0,0
"WBGene00169443",21,0,0,0,0,0,0
"WBGene00169444",21,0,0,0,0,0,0
"WBGene00169445",21,0,0,0,0,0,0
"WBGene00169446",21,0,0,0,0,0,0
"WBGene00169447",21,0,0,0,0,0,0
"WBGene00169448",21,0,0,0,0,0,0
"WBGene00169449",21,4,10,3,2,16,9
"WBGene00169450",21,0,0,0,0,0,0
"WBGene00169451",21,0,0,0,0,0,0
"WBGene00169452",21,0,0,0,0,0,0
"WBGene00169453",21,0,0,0,0,0,0
"WBGene00169454",21,0,0,0,0,0,0
"WBGene00169455",21,0,0,0,0,0,0
"WBGene00169456",21,0,0,0,0,0,0
"WBGene00169457",21,0,0,0,0,0,0
"WBGene00169458",21,0,0,0,0,0,0
"WBGene00169459",21,0,0,0,0,0,0
"WBGene00169460",21,0,0,0,0,0,0
"WBGene00169461",21,0,0,0,0,0,0
"WBGene00169462",21,0,0,0,0,0,0
"WBGene00169463",21,0,0,0,0,0,0
"WBGene00169464",21,0,0,0,0,0,0
"WBGene00169465",21,0,0,0,0,0,0
"WBGene00169466",21,0,0,0,0,0,0
"WBGene00169467",21,0,0,0,0,0,0
"WBGene00169468",21,0,0,0,0,0,0
"WBGene00169469",21,0,0,0,0,0,0
"WBGene00169470",21,0,0,0,0,0,0
"WBGene00169471",21,0,0,0,0,0,0
"WBGene00169472",21,0,0,0,0,0,0
"WBGene00169473",21,0,0,0,0,0,0
"WBGene00169474",21,0,0,0,0,0,0
"WBGene00169475",21,0,0,0,0,0,0
"WBGene00169476",21,0,0,0,0,0,0
"WBGene00169477",21,0,0,0,0,0,0
"WBGene00169478",21,0,0,0,0,0,0
"WBGene00169479",21,0,0,0,0,0,0
"WBGene00169480",21,0,0,0,0,0,0
"WBGene00169481",21,0,0,0,0,0,0
"WBGene00169482",21,0,0,0,0,0,0
"WBGene00169483",21,0,0,0,0,0,0
"WBGene00169484",21,0,0,0,0,0,0
"WBGene00169485",21,0,1,1,0,0,1
"WBGene00169486",21,0,0,0,0,0,0
"WBGene00169487",21,0,0,0,0,0,0
"WBGene00169488",21,0,0,0,0,0,0
"WBGene00169489",21,0,0,0,0,0,0
"WBGene00169490",21,0,0,0,0,0,0
"WBGene00169491",21,7,6,13,8,22,18
"WBGene00169492",21,0,3,4,1,3,0
"WBGene00169493",21,0,0,0,0,0,0
"WBGene00169494",21,0,0,0,0,0,0
"WBGene00169495",21,0,0,0,0,0,0
"WBGene00169496",21,0,0,0,0,0,0
"WBGene00169497",21,0,0,0,0,0,0
"WBGene00169498",21,0,0,0,0,0,0
"WBGene00169499",21,0,0,0,0,0,0
"WBGene00169500",21,0,0,0,0,0,0
"WBGene00169501",21,0,0,0,0,0,0
"WBGene00169502",21,0,0,0,0,0,0
"WBGene00169503",21,0,0,0,0,0,0
"WBGene00169504",21,0,0,0,0,0,0
"WBGene00169505",21,0,0,0,0,0,0
"WBGene00169506",21,0,0,0,0,0,0
"WBGene00169507",21,0,0,0,0,0,0
"WBGene00169508",21,0,0,0,0,0,0
"WBGene00169509",21,0,0,0,0,0,0
"WBGene00169510",21,0,0,0,0,0,0
"WBGene00169511",21,0,0,0,0,0,0
"WBGene00169512",21,0,0,0,0,0,0
"WBGene00169513",21,0,0,0,0,0,0
"WBGene00169514",21,4,4,10,4,10,8
"WBGene00169515",21,0,1,8,5,6,3
"WBGene00169516",21,0,0,0,0,0,0
"WBGene00169517",21,0,0,0,0,0,0
"WBGene00169518",21,0,0,0,0,0,0
"WBGene00169519",21,0,0,0,0,0,0
"WBGene00169520",21,0,0,0,0,0,0
"WBGene00169521",21,0,0,0,0,0,0
"WBGene00169522",21,0,0,0,0,0,0
"WBGene00169523",21,0,0,0,0,0,0
"WBGene00169524",21,0,0,0,0,0,0
"WBGene00169525",21,0,0,0,0,0,0
"WBGene00169526",21,0,0,0,0,0,0
"WBGene00169527",21,0,0,0,0,0,0
"WBGene00169528",21,0,0,0,0,0,0
"WBGene00169529",21,0,0,0,0,0,0
"WBGene00169530",21,0,0,0,0,0,0
"WBGene00169531",21,0,0,0,0,0,0
"WBGene00169532",21,0,0,0,0,0,0
"WBGene00169533",21,0,0,0,0,0,0
"WBGene00169534",21,0,0,0,0,0,0
"WBGene00169535",21,0,0,0,0,0,0
"WBGene00169536",21,0,0,0,0,0,0
"WBGene00169537",21,0,0,0,0,0,0
"WBGene00169538",21,0,0,0,0,0,0
"WBGene00169539",21,0,0,0,0,0,0
"WBGene00169540",21,0,0,0,0,0,0
"WBGene00169541",21,0,0,0,0,0,0
"WBGene00169542",21,0,0,0,0,0,0
"WBGene00169543",21,0,0,0,0,0,0
"WBGene00169544",21,0,0,0,0,0,0
"WBGene00169545",21,0,0,0,0,0,0
"WBGene00169546",21,0,0,0,0,0,0
"WBGene00169547",21,0,0,0,0,0,0
"WBGene00169548",21,0,0,0,0,0,0
"WBGene00169549",21,0,0,0,0,0,0
"WBGene00169550",21,0,0,0,0,0,0
"WBGene00169551",21,0,0,0,0,0,0
"WBGene00169552",21,0,0,0,0,0,0
"WBGene00169553",21,0,0,0,0,0,0
"WBGene00169554",21,0,0,0,0,0,0
"WBGene00169555",21,0,0,0,0,0,0
"WBGene00169556",21,0,0,0,0,0,1
"WBGene00169557",21,0,0,0,0,0,0
"WBGene00169558",21,0,0,0,0,0,0
"WBGene00169559",21,0,0,0,0,0,0
"WBGene00169560",21,0,0,0,0,0,0
"WBGene00169561",21,0,0,0,0,0,0
"WBGene00169562",21,0,0,0,0,0,0
"WBGene00169563",21,0,0,0,0,0,0
"WBGene00169564",21,0,0,0,0,0,0
"WBGene00169565",21,0,0,0,0,0,0
"WBGene00169566",21,0,0,0,0,0,0
"WBGene00169567",21,0,0,0,0,0,0
"WBGene00169568",21,0,0,0,0,0,0
"WBGene00169569",21,0,0,0,0,0,0
"WBGene00169570",21,0,0,0,0,0,0
"WBGene00169571",21,0,0,0,0,0,0
"WBGene00169572",21,0,0,0,0,0,0
"WBGene00169573",21,0,0,0,0,0,0
"WBGene00169574",21,0,0,0,0,0,0
"WBGene00169575",21,0,0,0,0,0,0
"WBGene00169576",21,0,0,0,0,0,0
"WBGene00169577",21,0,0,0,0,0,0
"WBGene00169578",21,0,0,0,0,0,0
"WBGene00169579",21,0,0,0,0,0,0
"WBGene00169580",21,0,0,0,0,0,0
"WBGene00169581",21,0,0,0,0,0,0
"WBGene00169582",21,0,0,0,0,0,0
"WBGene00169583",21,0,0,0,0,0,0
"WBGene00169584",21,0,0,0,0,0,0
"WBGene00169585",21,0,0,0,0,0,0
"WBGene00169586",21,0,0,0,0,0,0
"WBGene00169587",21,0,0,0,0,0,0
"WBGene00169588",21,0,0,0,0,0,0
"WBGene00169589",21,0,0,0,0,0,0
"WBGene00169590",21,0,1,0,0,0,0
"WBGene00169591",21,0,0,0,0,0,0
"WBGene00169592",21,0,0,0,0,0,0
"WBGene00169593",21,0,0,0,0,0,0
"WBGene00169594",21,0,0,0,0,0,0
"WBGene00169595",21,0,0,0,0,0,0
"WBGene00169596",21,0,0,0,0,0,0
"WBGene00169597",21,0,0,0,0,0,0
"WBGene00169598",21,0,0,0,0,0,0
"WBGene00169599",21,0,0,0,0,0,0
"WBGene00169600",21,0,0,0,0,0,0
"WBGene00169601",21,0,0,0,0,0,0
"WBGene00169602",21,0,0,0,0,0,0
"WBGene00169603",21,0,0,0,0,0,0
"WBGene00169604",21,0,0,0,0,0,0
"WBGene00169605",21,0,0,0,0,0,0
"WBGene00169606",21,0,0,0,0,0,0
"WBGene00169607",21,0,0,0,0,0,0
"WBGene00169608",21,0,0,0,0,0,0
"WBGene00169609",21,0,0,0,0,0,0
"WBGene00169610",21,0,0,0,0,0,0
"WBGene00169611",21,0,0,0,0,0,0
"WBGene00169612",21,0,0,0,0,0,0
"WBGene00169613",21,0,0,0,0,0,0
"WBGene00169614",21,0,0,0,0,0,0
"WBGene00169615",21,0,0,0,0,0,0
"WBGene00169617",21,0,0,0,0,0,0
"WBGene00169618",21,0,0,0,0,0,0
"WBGene00169619",21,0,0,0,0,0,0
"WBGene00169620",21,0,0,0,0,0,0
"WBGene00169621",21,0,0,0,0,0,0
"WBGene00169622",21,0,0,0,0,0,0
"WBGene00169623",21,0,0,0,0,0,0
"WBGene00169624",21,0,0,0,0,0,0
"WBGene00169625",21,0,0,0,0,0,0
"WBGene00169626",21,0,0,0,0,0,0
"WBGene00169627",21,0,0,0,0,0,0
"WBGene00169628",21,0,0,0,0,0,0
"WBGene00169629",21,0,0,0,0,0,0
"WBGene00169630",21,0,0,0,0,0,0
"WBGene00169631",21,0,0,0,0,0,0
"WBGene00169632",21,0,0,0,0,0,0
"WBGene00169633",21,5,0,2,3,2,8
"WBGene00169634",21,0,0,0,0,0,0
"WBGene00169635",21,0,0,0,0,0,0
"WBGene00169636",21,0,0,0,0,0,0
"WBGene00169637",21,0,0,0,0,0,0
"WBGene00169638",21,0,0,0,0,0,0
"WBGene00169639",21,0,0,0,0,0,0
"WBGene00169640",21,0,0,0,0,0,0
"WBGene00169641",21,0,0,0,0,0,0
"WBGene00169642",21,0,0,0,0,0,0
"WBGene00169643",21,0,0,0,0,0,0
"WBGene00169644",21,0,0,0,0,0,0
"WBGene00169645",21,0,0,0,0,0,0
"WBGene00169646",21,0,0,0,0,0,0
"WBGene00169647",21,0,0,0,0,0,0
"WBGene00169648",21,0,0,0,0,0,0
"WBGene00169649",21,3,4,13,5,11,14
"WBGene00169650",21,0,0,0,0,0,0
"WBGene00169651",21,0,0,0,0,0,0
"WBGene00169652",21,0,0,0,0,0,0
"WBGene00169653",21,0,0,0,0,0,0
"WBGene00169654",21,0,0,0,0,0,0
"WBGene00169655",21,0,0,0,0,0,0
"WBGene00169656",21,0,0,0,0,0,0
"WBGene00169657",21,0,0,0,0,0,0
"WBGene00169658",21,0,0,0,0,0,0
"WBGene00169659",21,0,0,0,0,0,0
"WBGene00169660",21,0,0,0,0,0,0
"WBGene00169661",21,0,0,0,0,0,0
"WBGene00169662",21,0,0,0,0,0,0
"WBGene00169663",21,0,0,0,0,0,0
"WBGene00169664",21,0,0,0,0,0,0
"WBGene00169665",21,0,0,0,0,0,0
"WBGene00169666",21,0,0,0,0,0,0
"WBGene00169667",21,0,0,0,0,0,0
"WBGene00169668",21,0,0,0,0,0,0
"WBGene00169669",21,0,0,0,0,0,0
"WBGene00169670",21,0,0,0,0,0,0
"WBGene00169671",21,0,0,0,0,0,0
"WBGene00169672",21,0,0,0,0,0,0
"WBGene00169673",21,0,0,0,0,0,0
"WBGene00169674",21,0,0,0,0,0,0
"WBGene00169675",21,0,0,0,0,0,0
"WBGene00169676",21,0,0,0,0,0,0
"WBGene00169677",21,0,0,0,0,0,0
"WBGene00169678",21,0,0,0,0,0,0
"WBGene00169679",21,0,0,0,0,0,0
"WBGene00169680",21,0,0,0,0,0,0
"WBGene00169681",21,0,0,0,0,0,0
"WBGene00169682",21,0,0,0,0,0,0
"WBGene00169683",21,0,0,0,0,0,0
"WBGene00169684",21,0,0,0,0,0,0
"WBGene00169685",21,0,0,0,0,0,0
"WBGene00169686",21,0,0,0,0,0,0
"WBGene00169687",21,0,0,0,0,0,0
"WBGene00169688",21,0,0,0,0,0,0
"WBGene00169689",21,0,0,0,0,0,0
"WBGene00169690",21,0,0,0,0,0,0
"WBGene00169691",21,0,0,0,0,0,0
"WBGene00169692",21,0,0,0,0,0,0
"WBGene00169693",21,0,0,0,0,0,0
"WBGene00169694",21,0,0,0,0,0,0
"WBGene00169695",21,0,0,0,0,0,0
"WBGene00169696",21,0,0,0,0,0,0
"WBGene00169697",21,0,0,0,0,0,0
"WBGene00169698",21,0,0,0,0,0,0
"WBGene00169699",21,0,0,0,0,0,0
"WBGene00169700",21,0,0,0,0,0,0
"WBGene00169701",21,0,0,0,0,0,0
"WBGene00169702",21,0,0,0,0,0,0
"WBGene00169703",21,0,0,0,0,0,0
"WBGene00169704",21,0,0,0,0,0,0
"WBGene00169705",21,0,0,0,0,0,0
"WBGene00169706",21,0,0,0,0,0,0
"WBGene00169707",21,0,0,0,0,0,0
"WBGene00169708",21,0,0,0,0,0,0
"WBGene00169709",21,0,0,0,0,0,0
"WBGene00169710",21,0,0,0,0,0,0
"WBGene00169711",21,0,0,0,0,0,0
"WBGene00169712",21,0,0,0,0,0,0
"WBGene00169713",21,0,0,0,0,0,0
"WBGene00169714",21,0,0,0,0,0,0
"WBGene00169715",21,0,0,0,0,0,0
"WBGene00169716",21,0,0,0,0,0,0
"WBGene00169717",21,0,0,0,0,0,0
"WBGene00169718",21,0,0,0,0,0,0
"WBGene00169719",21,0,0,0,0,0,0
"WBGene00169720",21,0,0,0,0,0,0
"WBGene00169721",21,0,0,0,0,0,0
"WBGene00169722",21,0,0,0,0,0,0
"WBGene00169723",21,0,0,0,0,0,0
"WBGene00169724",21,0,0,0,0,0,0
"WBGene00169725",21,0,0,0,0,0,0
"WBGene00169726",21,0,0,0,0,0,0
"WBGene00169727",21,0,0,0,0,0,0
"WBGene00169728",21,0,0,0,0,0,0
"WBGene00169729",21,0,0,0,0,0,0
"WBGene00169730",21,0,0,0,0,0,0
"WBGene00169731",21,0,0,0,0,0,0
"WBGene00169732",21,0,0,0,0,0,0
"WBGene00169733",21,0,0,0,0,0,0
"WBGene00169734",21,0,0,0,0,0,0
"WBGene00169735",21,0,0,0,0,0,0
"WBGene00169736",21,0,0,0,0,0,0
"WBGene00169737",21,0,0,0,0,0,0
"WBGene00169738",21,0,0,0,0,0,0
"WBGene00169739",21,0,0,0,0,0,0
"WBGene00169740",21,0,0,0,0,0,0
"WBGene00169741",21,0,0,0,0,0,0
"WBGene00169742",21,0,0,0,0,0,0
"WBGene00169743",21,0,0,0,0,0,0
"WBGene00169744",21,0,0,0,0,0,0
"WBGene00169745",21,0,0,0,0,1,0
"WBGene00169746",21,0,0,0,0,0,0
"WBGene00169747",21,0,0,0,0,0,0
"WBGene00169748",21,0,0,0,0,0,0
"WBGene00169749",21,0,0,0,0,0,0
"WBGene00169750",21,0,0,0,0,0,0
"WBGene00169751",21,0,0,0,0,0,0
"WBGene00169752",21,0,0,0,0,0,0
"WBGene00169753",21,0,0,0,0,0,0
"WBGene00169754",21,0,0,0,0,0,0
"WBGene00169755",21,0,0,0,0,0,0
"WBGene00169756",21,0,0,0,0,0,0
"WBGene00169757",21,0,0,0,2,0,0
"WBGene00169758",21,0,0,0,0,0,0
"WBGene00169759",21,0,0,0,0,0,0
"WBGene00169760",21,0,0,0,0,0,0
"WBGene00169761",21,0,0,0,0,0,0
"WBGene00169762",21,0,0,0,0,0,0
"WBGene00169763",21,0,0,0,0,0,0
"WBGene00169764",21,0,0,0,0,0,0
"WBGene00169765",21,0,0,0,0,0,0
"WBGene00169766",21,0,0,0,0,0,0
"WBGene00169767",21,0,0,0,0,0,0
"WBGene00169768",21,0,0,0,0,0,0
"WBGene00169769",21,0,0,0,0,0,0
"WBGene00169770",21,0,0,0,0,0,0
"WBGene00169771",21,0,0,0,0,0,0
"WBGene00169772",21,0,0,0,0,0,0
"WBGene00169773",21,0,0,0,0,0,0
"WBGene00169774",21,0,0,0,0,0,0
"WBGene00169775",21,0,0,0,0,0,0
"WBGene00169776",21,0,0,0,0,0,0
"WBGene00169777",21,0,0,0,0,0,0
"WBGene00169778",21,0,0,0,0,0,0
"WBGene00169779",21,0,0,0,0,0,0
"WBGene00169780",21,0,0,0,0,0,0
"WBGene00169781",21,0,0,0,0,0,0
"WBGene00169782",21,0,0,0,0,0,0
"WBGene00169783",21,0,0,0,0,0,0
"WBGene00169784",21,0,0,0,0,0,0
"WBGene00169785",21,0,0,0,0,0,0
"WBGene00169786",21,0,0,0,0,0,0
"WBGene00169787",21,0,0,0,0,0,0
"WBGene00169788",21,0,0,0,0,0,0
"WBGene00169789",21,0,0,0,0,0,0
"WBGene00169790",21,0,0,0,0,0,0
"WBGene00169791",21,0,0,0,0,0,0
"WBGene00169792",21,0,0,0,0,0,0
"WBGene00169793",21,0,0,0,0,0,0
"WBGene00169794",21,0,0,0,0,0,0
"WBGene00169795",21,0,0,0,0,0,0
"WBGene00169796",21,0,0,0,0,0,0
"WBGene00169797",21,0,0,0,0,0,0
"WBGene00169798",21,0,0,0,0,0,0
"WBGene00169799",21,0,0,0,0,0,0
"WBGene00169800",21,0,0,0,0,0,0
"WBGene00169801",21,0,0,0,0,0,0
"WBGene00169802",21,0,0,0,0,0,0
"WBGene00169803",21,0,0,0,0,0,0
"WBGene00169804",21,0,0,0,0,0,0
"WBGene00169805",21,0,0,0,0,0,0
"WBGene00169806",21,0,0,0,0,0,0
"WBGene00169807",21,0,0,0,0,0,0
"WBGene00169808",21,0,0,0,0,0,0
"WBGene00169809",21,0,0,0,0,0,0
"WBGene00169810",21,0,0,0,0,0,0
"WBGene00169811",21,0,0,0,0,0,0
"WBGene00169812",21,0,0,0,0,0,0
"WBGene00169813",21,0,0,0,0,0,0
"WBGene00169814",21,0,0,0,0,0,0
"WBGene00169815",21,0,0,0,0,0,0
"WBGene00169816",21,0,0,0,0,0,0
"WBGene00169817",21,0,0,0,0,0,0
"WBGene00169818",21,0,0,0,0,0,0
"WBGene00169819",21,0,0,0,0,0,0
"WBGene00169820",21,0,0,0,0,0,0
"WBGene00169821",21,0,0,0,0,0,0
"WBGene00169822",21,0,0,0,0,0,0
"WBGene00169823",21,0,0,0,0,0,0
"WBGene00169824",21,0,0,0,0,0,0
"WBGene00169825",21,0,0,0,0,0,0
"WBGene00169826",21,0,0,0,0,0,0
"WBGene00169827",21,0,0,0,0,0,0
"WBGene00169828",21,0,0,0,0,0,0
"WBGene00169829",21,0,0,0,0,0,0
"WBGene00169830",21,0,0,0,0,0,0
"WBGene00169831",21,0,0,0,0,0,0
"WBGene00169832",21,0,0,0,0,0,0
"WBGene00169833",21,0,0,0,0,0,0
"WBGene00169834",21,0,0,0,0,0,0
"WBGene00169835",21,0,0,0,0,0,0
"WBGene00169836",21,0,0,0,0,0,0
"WBGene00169837",21,0,0,0,0,0,0
"WBGene00169838",21,0,0,0,0,0,0
"WBGene00169839",21,0,0,0,0,0,0
"WBGene00169840",21,0,0,0,0,0,0
"WBGene00169841",21,0,0,0,0,0,0
"WBGene00169842",21,0,0,0,0,0,0
"WBGene00169843",21,0,0,0,0,0,0
"WBGene00169844",21,0,0,0,0,0,0
"WBGene00169845",21,0,0,0,0,0,0
"WBGene00169846",21,0,0,0,0,0,0
"WBGene00169847",21,0,0,0,0,0,0
"WBGene00169848",21,0,0,0,0,0,0
"WBGene00169849",21,0,0,0,0,0,0
"WBGene00169850",21,0,0,0,0,0,0
"WBGene00169851",21,0,0,0,0,0,0
"WBGene00169852",21,0,0,0,0,0,0
"WBGene00169853",21,0,0,0,0,0,0
"WBGene00169854",21,0,0,0,0,0,0
"WBGene00169855",21,0,0,0,0,0,0
"WBGene00169856",21,0,0,0,0,0,0
"WBGene00169857",21,0,0,0,0,0,0
"WBGene00169858",21,0,0,0,0,0,0
"WBGene00169859",21,0,0,0,0,0,0
"WBGene00169860",21,0,0,0,0,0,0
"WBGene00169861",21,0,0,0,0,0,0
"WBGene00169862",21,0,0,0,0,0,0
"WBGene00169863",21,1,0,0,0,0,0
"WBGene00169864",21,0,0,0,0,0,0
"WBGene00169865",21,0,0,0,0,0,0
"WBGene00169866",21,0,0,0,0,0,0
"WBGene00169867",21,0,0,0,0,0,0
"WBGene00169868",21,0,0,0,0,0,0
"WBGene00169869",21,0,0,0,0,0,0
"WBGene00169870",21,0,0,0,0,0,0
"WBGene00169871",21,0,0,0,0,0,0
"WBGene00169872",21,0,0,0,0,0,0
"WBGene00169873",21,0,0,0,0,0,0
"WBGene00169874",21,0,0,0,0,0,0
"WBGene00169875",21,0,0,0,0,0,0
"WBGene00169876",21,0,0,0,0,0,0
"WBGene00169877",21,0,0,0,0,0,0
"WBGene00169878",21,0,0,0,0,0,0
"WBGene00169879",21,0,0,0,0,0,0
"WBGene00169880",21,0,0,0,0,0,0
"WBGene00169881",21,0,0,0,0,0,0
"WBGene00169882",21,0,0,0,0,0,0
"WBGene00169883",21,0,0,0,0,0,0
"WBGene00169884",21,0,0,0,0,0,0
"WBGene00169885",21,0,0,0,0,0,0
"WBGene00169886",21,0,0,0,0,0,0
"WBGene00169887",21,0,0,0,0,0,0
"WBGene00169888",21,0,0,0,0,0,0
"WBGene00169889",21,0,0,0,0,0,0
"WBGene00169890",21,0,0,0,0,0,0
"WBGene00169891",21,0,0,0,0,0,0
"WBGene00169892",21,0,0,0,0,0,0
"WBGene00169893",21,0,0,0,0,0,0
"WBGene00169894",21,0,0,0,0,0,0
"WBGene00169895",21,0,0,0,0,0,0
"WBGene00169896",21,0,0,0,0,0,0
"WBGene00169897",21,0,0,0,0,0,0
"WBGene00169898",21,0,0,0,0,0,0
"WBGene00169899",21,0,0,0,0,0,0
"WBGene00169900",21,0,0,0,0,0,0
"WBGene00169901",21,0,0,0,0,0,0
"WBGene00169902",21,0,0,0,0,0,0
"WBGene00169903",21,0,0,0,0,0,0
"WBGene00169904",21,0,0,0,0,0,0
"WBGene00169905",21,0,0,0,0,0,0
"WBGene00169906",21,0,0,0,0,0,0
"WBGene00169907",21,0,0,0,0,0,0
"WBGene00169908",21,0,0,0,0,0,0
"WBGene00169909",21,0,1,0,0,0,2
"WBGene00169910",21,0,0,0,0,0,0
"WBGene00169911",21,0,0,0,0,0,0
"WBGene00169912",21,0,0,0,0,0,0
"WBGene00169913",21,0,0,0,0,0,0
"WBGene00169914",21,0,0,0,0,0,0
"WBGene00169915",21,0,0,0,0,0,0
"WBGene00169916",21,0,0,0,0,0,1
"WBGene00169917",21,0,0,0,0,0,0
"WBGene00169918",21,0,0,0,0,0,0
"WBGene00169919",21,0,0,0,0,0,0
"WBGene00169920",21,0,0,0,0,0,0
"WBGene00169921",21,0,0,0,0,0,0
"WBGene00169922",21,0,0,0,0,0,0
"WBGene00169923",21,0,0,0,0,0,0
"WBGene00169924",21,0,0,0,0,0,0
"WBGene00169925",21,0,0,0,0,0,0
"WBGene00169926",21,0,0,0,0,0,0
"WBGene00169927",21,0,0,0,0,0,0
"WBGene00169928",21,0,0,0,0,0,0
"WBGene00169929",21,0,0,0,0,0,0
"WBGene00169930",21,0,0,0,0,0,0
"WBGene00169931",21,0,0,0,0,0,0
"WBGene00169932",21,0,0,0,0,0,0
"WBGene00169933",21,0,0,0,0,0,0
"WBGene00169934",21,0,0,0,0,0,0
"WBGene00169935",21,0,0,0,0,0,0
"WBGene00169936",21,0,0,0,0,0,0
"WBGene00169937",21,0,0,0,0,0,0
"WBGene00169938",21,0,0,0,0,0,0
